variable,full_name,label,value_type,description,categories,categories_label
BiBPregNumber,BiB_Pregnancy.pregnancy_ultrasound.BiBPregNumber,Cohort recruited pregnancy number,decimal,,,
has_pregnancy_ultrasound,BiB_Pregnancy.pregnancy_ultrasound.has_pregnancy_ultrasound,Has ,decimal,,,
gestaged_matuss,BiB_Pregnancy.pregnancy_ultrasound.gestaged_matuss,Estimated gestational age (days): Ultrasound scans,decimal,,,
gestagew_matuss,BiB_Pregnancy.pregnancy_ultrasound.gestagew_matuss,Estimated gestational age (weeks): Ultrasound scans,decimal,,,
has_matuss,BiB_Pregnancy.pregnancy_ultrasound.has_matuss,Has: Ultrasound scans,decimal,,1,has
mussabdomcirc,BiB_Pregnancy.pregnancy_ultrasound.mussabdomcirc,Abdominal Circumference,decimal,,,
mussabdomwall,BiB_Pregnancy.pregnancy_ultrasound.mussabdomwall,Anatomy of abdominal wall ,decimal,,1|10|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|5|6|7|8|9,"Abnormal|Cephalic|Cephalic maternal left|Cephalic maternal right|Cervical|Clear of OS|Covering OS|Ectopic|Footling breech|Fundal|Head to mat. Left|Absent|Head to mat. Right|Irregular|Left lateral|Low lying|Low, clear of OS|More Than One|Normal|Not Examined|Not Present|Not seen|Abutting OS|Oblique lie|Overlying OS|Posterior|Present|Regular|Reversed|Right lateral|See comments|See report|Seen|Anterior|Thickened|Touching OS|Transverse lie|Vertical|Breech|Breech legs extended|Breech maternal left|Breech maternal right|Bulky"
mussamnioticflind,BiB_Pregnancy.pregnancy_ultrasound.mussamnioticflind,Liquor volume,decimal,,,
mussamnioticflvol1,BiB_Pregnancy.pregnancy_ultrasound.mussamnioticflvol1,Amniotic fluid volume in quadrant 1,decimal,,,
mussamnioticflvol2,BiB_Pregnancy.pregnancy_ultrasound.mussamnioticflvol2,Amniotic fluid volume in quadrant 2,decimal,,,
mussamnioticflvol3,BiB_Pregnancy.pregnancy_ultrasound.mussamnioticflvol3,Amniotic fluid volume in quadrant 3,decimal,,,
mussamnioticflvol4,BiB_Pregnancy.pregnancy_ultrasound.mussamnioticflvol4,Amniotic fluid volume in quadrant 4,decimal,,,
mussamnioticflvolcl,BiB_Pregnancy.pregnancy_ultrasound.mussamnioticflvolcl,Classification of amniotic fluid volume status,decimal,,1|2|3|4|5,Low|Normal|Oligo|Poly|Raised
mussbipardiam,BiB_Pregnancy.pregnancy_ultrasound.mussbipardiam,Biparietal Diameter,decimal,,,
mussbladder,BiB_Pregnancy.pregnancy_ultrasound.mussbladder,"Identification, location and anatomy of bladder",decimal,,1|10|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|5|6|7|8|9,"Abnormal|Cephalic|Cephalic maternal left|Cephalic maternal right|Cervical|Clear of OS|Covering OS|Ectopic|Footling breech|Fundal|Head to mat. Left|Absent|Head to mat. Right|Irregular|Left lateral|Low lying|Low, clear of OS|More Than One|Normal|Not Examined|Not Present|Not seen|Abutting OS|Oblique lie|Overlying OS|Posterior|Present|Regular|Reversed|Right lateral|See comments|See report|Seen|Anterior|Thickened|Touching OS|Transverse lie|Vertical|Breech|Breech legs extended|Breech maternal left|Breech maternal right|Bulky"
musscerebellum,BiB_Pregnancy.pregnancy_ultrasound.musscerebellum,Anatomy of cerebellum,decimal,,1|10|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|5|6|7|8|9,"Abnormal|Cephalic|Cephalic maternal left|Cephalic maternal right|Cervical|Clear of OS|Covering OS|Ectopic|Footling breech|Fundal|Head to mat. Left|Absent|Head to mat. Right|Irregular|Left lateral|Low lying|Low, clear of OS|More Than One|Normal|Not Examined|Not Present|Not seen|Abutting OS|Oblique lie|Overlying OS|Posterior|Present|Regular|Reversed|Right lateral|See comments|See report|Seen|Anterior|Thickened|Touching OS|Transverse lie|Vertical|Breech|Breech legs extended|Breech maternal left|Breech maternal right|Bulky"
musscrownrumplen,BiB_Pregnancy.pregnancy_ultrasound.musscrownrumplen,Crown rump length,decimal,,,
mussdiaphragm,BiB_Pregnancy.pregnancy_ultrasound.mussdiaphragm,Anatomy of the diaphragm,decimal,,1|10|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|5|6|7|8|9,"Abnormal|Cephalic|Cephalic maternal left|Cephalic maternal right|Cervical|Clear of OS|Covering OS|Ectopic|Footling breech|Fundal|Head to mat. Left|Absent|Head to mat. Right|Irregular|Left lateral|Low lying|Low, clear of OS|More Than One|Normal|Not Examined|Not Present|Not seen|Abutting OS|Oblique lie|Overlying OS|Posterior|Present|Regular|Reversed|Right lateral|See comments|See report|Seen|Anterior|Thickened|Touching OS|Transverse lie|Vertical|Breech|Breech legs extended|Breech maternal left|Breech maternal right|Bulky"
