variable,full_name,label,value_type,description,categories,categories_label
BiBPregNumber,BiB_Pregnancy.matrecs_bib_preg.BiBPregNumber,"",decimal,,,
has_matrecs_bib_preg,BiB_Pregnancy.matrecs_bib_preg.has_matrecs_bib_preg,Has maternity records bib pregnancy,decimal,,,
has_prnprg,BiB_Pregnancy.matrecs_bib_preg.has_prnprg,Has: Pregnancy third trimester weight,decimal,,1,has
prnbp3rdtriw,BiB_Pregnancy.matrecs_bib_preg.prnbp3rdtriw,3rd trimester weight,decimal,,,
prnbp3rdtriwdate,BiB_Pregnancy.matrecs_bib_preg.prnbp3rdtriwdate,Date of 3rd trimester weighing,date,,,
prnbp3rdtriwnotdoc,BiB_Pregnancy.matrecs_bib_preg.prnbp3rdtriwnotdoc,3rd trimester weight not documented,decimal,,1|2,Documented|Not documented
prnbpamnionoted,BiB_Pregnancy.matrecs_bib_preg.prnbpamnionoted,Amniocentesis noted,decimal,,1|2|3,No|Yes|Not documented
prnbpamnioreasons,BiB_Pregnancy.matrecs_bib_preg.prnbpamnioreasons,Amniocentesis reasons,text,,,
prnbpanaemianoted,BiB_Pregnancy.matrecs_bib_preg.prnbpanaemianoted,Anaemia noted,decimal,,1|2|3,No|Yes|Not documented
prnbpanaemiaresult,BiB_Pregnancy.matrecs_bib_preg.prnbpanaemiaresult,Anaemia result,decimal,,,
prnbpantibody,BiB_Pregnancy.matrecs_bib_preg.prnbpantibody,Antibodies,text,,,
prnbpbplabn,BiB_Pregnancy.matrecs_bib_preg.prnbpbplabn,Number of BP obs in labour,decimal,,,
prnbpbplabtaken,BiB_Pregnancy.matrecs_bib_preg.prnbpbplabtaken,Any BPs recorded in labour,decimal,,1|2|3,No|Yes|Not documented
prnbpbppostn,BiB_Pregnancy.matrecs_bib_preg.prnbpbppostn,Number of BPs recorded post partum,decimal,,,
prnbpbppostrec,BiB_Pregnancy.matrecs_bib_preg.prnbpbppostrec,Any BPs recorded postpartum,decimal,,1|2|3,No|Yes|Not documented
prnbpbppregn,BiB_Pregnancy.matrecs_bib_preg.prnbpbppregn,Number of BPs recorded in pregnancy,decimal,,,
prnbpbppregrec,BiB_Pregnancy.matrecs_bib_preg.prnbpbppregrec,Any blood pressures recorded in pregnancy,decimal,,1|2|3,No|Yes|Not documented
