variable,full_name,label,value_type,description,categories,categories_label
BiBPersonID,BiB_PrimarySchoolYears.ef_task_fdr_bib.BiBPersonID,,text,,,
PSYSchoolID,BiB_PrimarySchoolYears.ef_task_fdr_bib.PSYSchoolID,Primary School Years: School pseudonym,decimal,,,
PSYClassID,BiB_PrimarySchoolYears.ef_task_fdr_bib.PSYClassID,Primary School Years: Class pseudonym,decimal,,,
TestYearGroup,BiB_PrimarySchoolYears.ef_task_fdr_bib.TestYearGroup,Year group of FDR completion,decimal,,,
TestAcadTerm,BiB_PrimarySchoolYears.ef_task_fdr_bib.TestAcadTerm,Academic term of FDR completion,decimal,,1|2|3,Autumn|Spring|Summer
TestYear,BiB_PrimarySchoolYears.ef_task_fdr_bib.TestYear,Calendar year of FDR completion,decimal,,,
TestMonth,BiB_PrimarySchoolYears.ef_task_fdr_bib.TestMonth,Calendar month of FDR completion,decimal,,,
PSYTestDay,BiB_PrimarySchoolYears.ef_task_fdr_bib.PSYTestDay,Days elapsed since study start + 50000,decimal,,,
AgeYears,BiB_PrimarySchoolYears.ef_task_fdr_bib.AgeYears,Child age in years at FDR completion,decimal,,,
AgeMonths,BiB_PrimarySchoolYears.ef_task_fdr_bib.AgeMonths,Child age in months at FDR completion,decimal,,,
PSYTabletID,BiB_PrimarySchoolYears.ef_task_fdr_bib.PSYTabletID,Tablet computer used for testing,decimal,,,
EFSessionID,BiB_PrimarySchoolYears.ef_task_fdr_bib.EFSessionID,Testing software session ID,decimal,,,
fdr_summary,BiB_PrimarySchoolYears.ef_task_fdr_bib.fdr_summary,Summary test score for FDR,decimal,,,
fdr_rowcount,BiB_PrimarySchoolYears.ef_task_fdr_bib.fdr_rowcount,Number of rows in FDR trials raw data file for the session,decimal,,,
