variable,full_name,label,value_type,description,categories,categories_label
BiBPersonID,BiB_PrimarySchoolYears.ef_task_ps_bib.BiBPersonID,,text,,,
PSYSchoolID,BiB_PrimarySchoolYears.ef_task_ps_bib.PSYSchoolID,Primary School Years: School pseudonym,decimal,,,
PSYClassID,BiB_PrimarySchoolYears.ef_task_ps_bib.PSYClassID,Primary School Years: Class pseudonym,decimal,,,
TestYearGroup,BiB_PrimarySchoolYears.ef_task_ps_bib.TestYearGroup,Year group of PS completion,decimal,,,
TestAcadTerm,BiB_PrimarySchoolYears.ef_task_ps_bib.TestAcadTerm,Academic term of PS completion,decimal,,1|2|3,Autumn|Spring|Summer
TestYear,BiB_PrimarySchoolYears.ef_task_ps_bib.TestYear,Calendar year of PS completion,decimal,,,
TestMonth,BiB_PrimarySchoolYears.ef_task_ps_bib.TestMonth,Calendar month of PS completion,decimal,,,
PSYTestDay,BiB_PrimarySchoolYears.ef_task_ps_bib.PSYTestDay,Days elapsed since study start + 50000,decimal,,,
AgeYears,BiB_PrimarySchoolYears.ef_task_ps_bib.AgeYears,Child age in years at PS completion,decimal,,,
AgeMonths,BiB_PrimarySchoolYears.ef_task_ps_bib.AgeMonths,Child age in months at PS completion,decimal,,,
PSYTabletID,BiB_PrimarySchoolYears.ef_task_ps_bib.PSYTabletID,Tablet computer used for testing,decimal,,,
EFSessionID,BiB_PrimarySchoolYears.ef_task_ps_bib.EFSessionID,Testing software session ID,decimal,,,
ps_summary,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_summary,Summary test score for PS,decimal,,,
ps_rowcount,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_rowcount,Number of rows in PS trials raw data file for the session,decimal,,,
ps_corr,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_corr,Total number of trials correct on PS task,decimal,,,
ps_incorr,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_incorr,Total number of trials incorrect on PS task,decimal,,,
ps_mean_rt,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_mean_rt,Mean reaction time on all PS trials,decimal,,,
ps_mean_rt_corr,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_mean_rt_corr,Mean reaction time on correct PS trials,decimal,,,
ps_mean_rt_incorr,BiB_PrimarySchoolYears.ef_task_ps_bib.ps_mean_rt_incorr,Mean reaction time on incorrect PS trials,decimal,,,
