variable,full_name,label,value_type,description,categories,categories_label
sc_2021_btwn_r500_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_btwn_r500_f32_300_max,Max value of angular betweenness centrality (r500m) within street network 300m,decimal,Maximum value of angular betweenness centrality (radius 500m) within street network based distance of 300m.,,
sc_2021_btwn_r1000_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_btwn_r1000_f32_300_max,Max value of angular betweenness centrality (r1000m) within street network 300m,decimal,Maximum value of angular betweenness centrality (radius 1000m) within street network based distance of 300m.,,
sc_2021_btwn_r1500_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_btwn_r1500_f32_300_max,Max value of angular betweenness centrality (r1500m) within street network 300m,decimal,Maximum value of angular betweenness centrality (radius 1500m) within street network based distance of 300m.,,
sc_2021_btwn_r2000_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_btwn_r2000_f32_300_max,Max value of angular betweenness centrality (r2000m) within street network 300m,decimal,Maximum value of angular betweenness centrality (radius 2000m) within street network based distance of 300m.,,
sc_2021_close_r500_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_close_r500_f32_300_max,Max value of angular closeness centrality (r500m) within street network 300m,decimal,Maximum value of angular closeness centrality (radius 500m) within street network based distance of 300m.,,
sc_2021_close_r1000_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_close_r1000_f32_300_max,Max value of angular closeness centrality (r1000m) within street network 300m,decimal,Maximum value of angular closeness centrality (radius 1000m) within street network based distance of 300m.,,
sc_2021_close_r1500_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_close_r1500_f32_300_max,Max value of angular closeness centrality (r1500m) within street network 300m,decimal,Maximum value of angular closeness centrality (radius 1500m) within street network based distance of 300m.,,
sc_2021_close_r2000_f32_300_max,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_close_r2000_f32_300_max,Max value of angular closeness centrality (r2000m) within street network 300m,decimal,Maximum value of angular closeness centrality (radius 2000m) within street network based distance of 300m.,,
sc_2021_btwn_r500_f32_300_mean,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_btwn_r500_f32_300_mean,Mean value of angular betweenness centrality (r500m) within street network 300m,decimal,Average value of angular betweenness centrality (radius 500m) within street network based distance of 300m.,,
sc_2021_btwn_r1000_f32_300_mean,BiB_Geographic.bib_geog_sc_walkability_lu.sc_2021_btwn_r1000_f32_300_mean,Mean value of angular betweenness centrality (r1000m) within street network 300m,decimal,Average value of angular betweenness centrality (radius 1000m) within street network based distance of 300m.,,
