variable,full_name,label,value_type,description,categories,categories_label
AgeMonths,BiB_SDQs.BiB1000_sdq.AgeMonths,Child age (months) BiB1000 36m questionnaire,decimal,,,
AgeYears,BiB_SDQs.BiB1000_sdq.AgeYears,Child age (years) BiB1000 36m questionnaire,decimal,,,
sdq_consid,BiB_SDQs.BiB1000_sdq.sdq_consid,Considerate of other people's feelings,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_restles,BiB_SDQs.BiB1000_sdq.sdq_restles,"Restless, overactive",decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_somatic,BiB_SDQs.BiB1000_sdq.sdq_somatic,Often complains of headaches,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_shares,BiB_SDQs.BiB1000_sdq.sdq_shares,Shares readily with other children,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_tantrum,BiB_SDQs.BiB1000_sdq.sdq_tantrum,Often has temper tantrums or hot tempers,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_loner,BiB_SDQs.BiB1000_sdq.sdq_loner,"Rather solitary, tends to play alone",decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_obeys,BiB_SDQs.BiB1000_sdq.sdq_obeys,Generally obedient,decimal,,0|1|2,Certainly True|Somewhat True|Not True
sdq_worries,BiB_SDQs.BiB1000_sdq.sdq_worries,Many worries,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_caring,BiB_SDQs.BiB1000_sdq.sdq_caring,Helpful if someone is hurt,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_fidgety,BiB_SDQs.BiB1000_sdq.sdq_fidgety,Constantly fidgeting or squirming,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_friend,BiB_SDQs.BiB1000_sdq.sdq_friend,Has at least one good friend,decimal,,0|1|2,Certainly True|Somewhat True|Not True
sdq_fights,BiB_SDQs.BiB1000_sdq.sdq_fights,Often fights with other children,decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_unhappy,BiB_SDQs.BiB1000_sdq.sdq_unhappy,"Often unhappy, downhearted",decimal,,0|1|2,Not True|Somewhat True|Certainly True
sdq_popular,BiB_SDQs.BiB1000_sdq.sdq_popular,Generally liked by other children,decimal,,0|1|2,Certainly True|Somewhat True|Not True
