variable,full_name,label,value_type,description,categories,categories_label
PSYSchoolID,BiB_SDQs.PrimarySchoolYears_sdq.PSYSchoolID,Primary School Years: School pseudonym,decimal,,,
PSYClassID,BiB_SDQs.PrimarySchoolYears_sdq.PSYClassID,Primary School Years: Class pseudonym,decimal,,,
TestYearGroup,BiB_SDQs.PrimarySchoolYears_sdq.TestYearGroup,Year group of SDQ completion,decimal,,,
TestAcadTerm,BiB_SDQs.PrimarySchoolYears_sdq.TestAcadTerm,Academic term of SDQ completion,decimal,,1|2|3,Autumn|Spring|Summer
TestYear,BiB_SDQs.PrimarySchoolYears_sdq.TestYear,Calendar year of SDQ completion,decimal,,,
TestMonth,BiB_SDQs.PrimarySchoolYears_sdq.TestMonth,Calendar month of SDQ completion,decimal,,,
PSYTestDay,BiB_SDQs.PrimarySchoolYears_sdq.PSYTestDay,Days elapsed since study start + 50000,decimal,,,
AgeYears,BiB_SDQs.PrimarySchoolYears_sdq.AgeYears,Child age in years at SDQ completion,decimal,,,
AgeMonths,BiB_SDQs.PrimarySchoolYears_sdq.AgeMonths,Child age in months at SDQ completion,decimal,,,
n_sdq,BiB_SDQs.PrimarySchoolYears_sdq.n_sdq,Number of SDQ records for child at this wave,decimal,,,
order_sdq,BiB_SDQs.PrimarySchoolYears_sdq.order_sdq,Date order of SDQ records for child at this wave,decimal,,,
dc_mode,BiB_SDQs.PrimarySchoolYears_sdq.dc_mode,Data capture mode: on screen or paper,decimal,,1|2|3,On paper (pilot)|On screen|On paper
respondent_id,BiB_SDQs.PrimarySchoolYears_sdq.respondent_id,SDQ respondent identifier,decimal,,,
resp_role,BiB_SDQs.PrimarySchoolYears_sdq.resp_role,SDQ respondent professional role,decimal,,1|2|3|4,Class Teacher|Head of Year|Other|Teaching Assistant
resp_gender,BiB_SDQs.PrimarySchoolYears_sdq.resp_gender,SDQ respondent gender,decimal,,1|2,Female|Male
resp_age,BiB_SDQs.PrimarySchoolYears_sdq.resp_age,SDQ respondent age,decimal,,,
resp_qualy,BiB_SDQs.PrimarySchoolYears_sdq.resp_qualy,SDQ respondent years since qualified,decimal,,,
resp_eth,BiB_SDQs.PrimarySchoolYears_sdq.resp_eth,SDQ respondent ethnicity,decimal,,1|2|3|4|5|6|7,Black|Indian|Mixed White and Black|Other|Pakistani|White British|White Other
psysdqASDQ1_01,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_01,Considerate of other people's feelings,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_02,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_02,"Restless, overactive, cannot stay still for long",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_03,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_03,"Often complains of headaches, stomach-aches or sickness",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_04,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_04,"Shares readily with other children (treats, toys, pencils etc.)",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_05,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_05,Often has temper tantrums or hot tempers,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_06,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_06,"Rather solitary, tends to play alone",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_07,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_07,"Generally obedient, usually does what adults request",decimal,,0|1|2,Certainly true|Somewhat true|Not true
psysdqASDQ1_08,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_08,"Many worries, often seems worried",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_09,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_09,"Helpful if someone is hurt, upset or feeling ill",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_10,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_10,Constantly fidgeting or squirming,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_11,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_11,Has at least one good friend,decimal,,0|1|2,Certainly true|Somewhat true|Not true
psysdqASDQ1_12,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_12,Often fights with other children or bullies them,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_13,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_13,"Often unhappy, down-hearted or tearful",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_14,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_14,Generally liked by other children,decimal,,0|1|2,Certainly true|Somewhat true|Not true
psysdqASDQ1_15,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_15,"Easily distracted, concentration wanders",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_16,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_16,"Nervous or clingy in new situations, easily loses confidence",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_17,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_17,Kind to younger children,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_18,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_18,Often lies or cheats,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_19,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_19,Picked on or bullied by other children,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_20,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_20,"Often volunteers to help others (parents, teachers, other children)",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_21,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_21,Thinks things out before acting,decimal,,0|1|2,Certainly true|Somewhat true|Not true
psysdqASDQ1_22,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_22,"Steals from home, school or elsewhere",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_23,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_23,Gets on better with adults than with other children,decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_24,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_24,"Many fears, easily scared",decimal,,0|1|2,Not true|Somewhat true|Certainly true
psysdqASDQ1_25,BiB_SDQs.PrimarySchoolYears_sdq.psysdqASDQ1_25,"Sees tasks through to the end, good attention span",decimal,,0|1|2,Certainly true|Somewhat true|Not true
psysdqBOverallDiffic,BiB_SDQs.PrimarySchoolYears_sdq.psysdqBOverallDiffic,"Overall, do you think that this child has difficulties in one or more of the foll",decimal,,1|2|3|4,No|Yes - minor difficulties|Yes - definite difficulties|Yes - severe difficulties
psysdqBDifficultLng,BiB_SDQs.PrimarySchoolYears_sdq.psysdqBDifficultLng,How long have these difficulties been present?,decimal,,1|2|3|4,Less than a month|1-5 months|6-12 months|Over a year
