variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_ChildGrowth.growth_NCMP.BiBChildID,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,BiBChildID,,text,,,17470,10762
BiB_ChildGrowth.growth_NCMP.has_growth,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,has_growth,Has child height/weight data,integer,,,17470,10762
BiB_ChildGrowth.growth_NCMP.date,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,date,,date,,anthropometry,17470,10762
BiB_ChildGrowth.growth_NCMP.cgrowthsource,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,cgrowthsource,Source of data,categorical,[1 eClipse] [2 BiB1000 6mths] [3 BiB1000 12mths] [4 BiB1000 18mths] [5 BiB1000 24mths] [6 BiB1000 36mths] [7 AllIn 12mths] [8 AllIn 24mths] [9 MeDALL] [10 Dental study] [11 Growing Up] [12 Age of Wonder] [13 School nurses] [14 NCMP] [15 Primary care],,17470,10762
BiB_ChildGrowth.growth_NCMP.agecd_cgrowth,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,agecd_cgrowth,Age at measurement (days),integer,,,17470,10762
BiB_ChildGrowth.growth_NCMP.agecm_cgrowth,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,agecm_cgrowth,Age at measurement (months),integer,,age,17470,10762
BiB_ChildGrowth.growth_NCMP.agecy_cgrowth,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,agecy_cgrowth,Age at measurement (years),integer,,age,17470,10762
BiB_ChildGrowth.growth_NCMP.cheight,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,cheight,Height (cm),float,,,17470,10762
BiB_ChildGrowth.growth_NCMP.czheiuk90,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,czheiuk90,Height SDS (UK90 reference),float,,,17470,10762
BiB_ChildGrowth.growth_NCMP.flag_height,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,flag_height,Height is average of two measurements taken on same day,integer,,,1,1
BiB_ChildGrowth.growth_NCMP.cweight,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,cweight,Weight (kg),float,,,17470,10762
BiB_ChildGrowth.growth_NCMP.czweiuk90,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,czweiuk90,Weight SDS (UK90 reference),float,,,17470,10762
BiB_ChildGrowth.growth_NCMP.flag_weight,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,flag_weight,Weight is average of two measurements taken on same day,integer,,,3,3
BiB_ChildGrowth.growth_NCMP.cbmi,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,cbmi,BMI,float,,,17470,10762
BiB_ChildGrowth.growth_NCMP.czbmiuk90,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,czbmiuk90,BMI SDS (UK90 reference),float,,,17470,10762
