variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_LifeCycle.core_monthly_rep.BiBPersonID,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,BiBPersonID,Unique identifier for the child,text,,administration,129158,13858
BiB_LifeCycle.core_monthly_rep.age_years,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,age_years,Age of child in years,integer,,,129006,13772
BiB_LifeCycle.core_monthly_rep.age_months,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,age_months,Age of child in months,integer,,,129158,13858
BiB_LifeCycle.core_monthly_rep.height_,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,height_,Height of the child,float,,anthropometry,100986,13422
BiB_LifeCycle.core_monthly_rep.height_age,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,height_age,Age of the child at height measurement,integer,,anthropometry,129006,13772
BiB_LifeCycle.core_monthly_rep.weight_,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,weight_,Weight of the child,float,,anthropometry,126210,13767
BiB_LifeCycle.core_monthly_rep.weight_age,BiB_LifeCycle.core_monthly_rep,BiB_LifeCycle,core_monthly_rep,weight_age,Age of the child at weight measurement,integer,,anthropometry,129006,13772
BiB_LifeCycle.core_non_rep.BiBPersonID,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,BiBPersonID,Unique identifer for the child,text,,administration,13858,13858
BiB_LifeCycle.core_non_rep.mother_id,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,mother_id,Unique identifer for the mother,text,,administration,13858,13858
BiB_LifeCycle.core_non_rep.abroad_child,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,abroad_child,Child's born abroad,categorical,[0 No] [1 Yes],residential_mobility,13858,13858
BiB_LifeCycle.core_non_rep.abroad_fa,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,abroad_fa,Father's born abroad,categorical,[0 No] [1 Yes],residential_mobility,11418,11418
BiB_LifeCycle.core_non_rep.abroad_mo,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,abroad_mo,Mother's born abroad,categorical,[0 No] [1 Yes],residential_mobility,11463,11463
BiB_LifeCycle.core_non_rep.agebirth_m_d,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,agebirth_m_d,Maternal age at birth (in days),integer,,age,13858,13858
BiB_LifeCycle.core_non_rep.agebirth_m_y,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,agebirth_m_y,Maternal age at birth (in years),integer,,age,13858,13858
BiB_LifeCycle.core_non_rep.agebirth_p_d,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,agebirth_p_d,Paternal age at birth (days),integer,,age,3488,3488
BiB_LifeCycle.core_non_rep.agebirth_p_fath,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,agebirth_p_fath,Type of father at birth,integer,,age,13858,13858
BiB_LifeCycle.core_non_rep.agebirth_p_y,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,agebirth_p_y,Paternal age at birth (years),integer,,age,3488,3488
BiB_LifeCycle.core_non_rep.apgar,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,apgar,Apgar score,integer,,physical_health,13272,13272
BiB_LifeCycle.core_non_rep.asthma_bf,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,asthma_bf,History of asthma (biological father),categorical,[0 no] [1 yes],respiratory_system,3081,3081
BiB_LifeCycle.core_non_rep.asthma_m,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,asthma_m,History of asthma,categorical,[0 no] [1 yes],respiratory_system,13696,13696
BiB_LifeCycle.core_non_rep.birth_head_circum,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,birth_head_circum,Birth head circumference,float,,anthropometry,12372,12372
BiB_LifeCycle.core_non_rep.birth_month,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,birth_month,Birth month,integer,,age,13858,13858
BiB_LifeCycle.core_non_rep.birth_weight,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,birth_weight,Birth weight,integer,,anthropometry,13524,13524
BiB_LifeCycle.core_non_rep.birth_year,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,birth_year,Birth year,integer,,age,13858,13858
BiB_LifeCycle.core_non_rep.breastfed_any,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,breastfed_any,Any breastfeeding,float,,infant_feeding,4040,4040
BiB_LifeCycle.core_non_rep.breastfed_ever,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,breastfed_ever,Ever breastfed,categorical,[0 never breastfed] [1 breastfed],infant_feeding,4228,4228
BiB_LifeCycle.core_non_rep.breastfed_excl,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,breastfed_excl,Exclusive breastfeeding,float,,infant_feeding,4040,4040
BiB_LifeCycle.core_non_rep.cer_palsy,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,cer_palsy,Cerebral palsy,categorical,[0 no] [1 yes],nervous_system,13858,13858
BiB_LifeCycle.core_non_rep.child_no,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,child_no,Child number,integer,,family_members_and_relations,13858,13858
BiB_LifeCycle.core_non_rep.childcare_intro,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,childcare_intro,Age of child started in child care,integer,,childcare,473,473
BiB_LifeCycle.core_non_rep.cob_m,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,cob_m,Maternal country of birth,categorical,[0 Born in country of cohort] [1 Born in EU country (outside cohort country)] [2 Born in other country],place_of_birth,11463,11463
BiB_LifeCycle.core_non_rep.cob_p,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,cob_p,Paternal country of birth,categorical,[0 Born in country of cohort] [1 Born in EU country (outside cohort country)] [2 Born in other country],place_of_birth,11449,11449
BiB_LifeCycle.core_non_rep.cob_p_fath,BiB_LifeCycle.core_non_rep,BiB_LifeCycle,core_non_rep,cob_p_fath,"Type of father, paternal country of birth",categorical,[1 Biological father] [2 Social father] [3 Social mother] [4 Unknown],place_of_birth,11449,11449
