variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_PrimarySchoolYears.ef_task_corsi_bib.BiBPersonID,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,BiBPersonID,,text,,administration,7006,7006
BiB_PrimarySchoolYears.ef_task_corsi_bib.PSYChildID,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,PSYChildID,,text,,,7006,7006
BiB_PrimarySchoolYears.ef_task_corsi_bib.PSYSchoolID,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,PSYSchoolID,Primary School Years: School pseudonym,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.PSYClassID,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,PSYClassID,Primary School Years: Class pseudonym,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.TestYearGroup,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,TestYearGroup,Year group of Corsi completion,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.TestAcadTerm,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,TestAcadTerm,Academic term of Corsi completion,categorical,[1 Autumn] [2 Spring] [3 Summer],administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.TestYear,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,TestYear,Calendar year of Corsi completion,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.TestMonth,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,TestMonth,Calendar month of Corsi completion,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.PSYTestDay,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,PSYTestDay,Days elapsed since study start + 50000,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.AgeYears,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,AgeYears,Child age in years at Corsi completion,integer,,age,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.AgeMonths,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,AgeMonths,Child age in months at Corsi completion,integer,,age,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.PSYTabletID,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,PSYTabletID,Tablet computer used for testing,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.EFSessionID,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,EFSessionID,Testing software session ID,integer,,administration,6036,6036
BiB_PrimarySchoolYears.ef_task_corsi_bib.corsi_summary,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,corsi_summary,Summary test score for Corsi,float,,cognitive_skills,6029,6029
BiB_PrimarySchoolYears.ef_task_corsi_bib.corsi_rowcount,BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,corsi_rowcount,Number of rows in Corsi trials raw data file for the session,integer,,cognitive_skills,6036,6036
