table_id,project_name,table_name,display_name,cohort_membership,entity_type,data_subjects,data_respondents,n_variables,n_rows,n_entities,last_updated
BiB_Proteomics.qpcr_project2,BiB_Proteomics,qpcr_project2,QPCR project 2,bib,participant,,,32,276000,3000,2024-05-14 09:15:35.988735
BiB_1000.bib1000_6m_main,BiB_1000,bib1000_6m_main,BiB 1000 6m Questionnaire main table,bib,participant,,,389,1763,1763,2024-05-14 09:11:50
BiB_1000.bib1000_6m_b6mqb4,BiB_1000,bib1000_6m_b6mqb4,BiB 1000 6m Parent-reported child diagnoses,bib,participant,,,3,1361,1336,2024-05-14 09:11:50
BiB_1000.bib1000_6m_b6mqe3,BiB_1000,bib1000_6m_b6mqe3,BiB 1000 6m People living in household,bib,participant,,,4,4892,1336,2024-05-14 09:11:50
BiB_1000.bib1000_12m_main,BiB_1000,bib1000_12m_main,BiB 1000 12m Questionnaire main table,bib,participant,,,456,1763,1763,2024-05-14 09:11:46
BiB_1000.bib1000_12m_b12qb4,BiB_1000,bib1000_12m_b12qb4,BiB 1000 12m People living in household,bib,participant,,,4,1659,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12qf9,BiB_1000,bib1000_12m_b12qf9,BiB 1000 12m Dried baby cereals,bib,participant,,,7,1317,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f10,BiB_1000,bib1000_12m_b12f10,BiB 1000 12m Dried meat or fish-based meals,bib,participant,,,7,1313,1313,2024-05-14 09:11:44
BiB_1000.bib1000_12m_b12f11,BiB_1000,bib1000_12m_b12f11,"BiB 1000 12m Dried veg, pasta, rice-based meals",bib,participant,,,7,1315,1313,2024-05-14 09:11:44
BiB_1000.bib1000_12m_b12f12,BiB_1000,bib1000_12m_b12f12,BiB 1000 12m Dried desserts,bib,participant,,,7,1315,1313,2024-05-14 09:11:44
BiB_1000.bib1000_12m_b12f14,BiB_1000,bib1000_12m_b12f14,BiB 1000 12m Breakfast meals,bib,participant,,,7,1316,1313,2024-05-14 09:11:44
BiB_1000.bib1000_12m_b12f15,BiB_1000,bib1000_12m_b12f15,BiB 1000 12m Meat or fish-based meals,bib,participant,,,7,1330,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f16,BiB_1000,bib1000_12m_b12f16,"BiB 1000 12m Veg, pasta, rice-based savoury meals",bib,participant,,,7,1333,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f17,BiB_1000,bib1000_12m_b12f17,BiB 1000 12m Milk or cereal-based desserts,bib,participant,,,7,1329,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f18,BiB_1000,bib1000_12m_b12f18,BiB 1000 12m Fruit-based desserts,bib,participant,,,7,1327,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f19,BiB_1000,bib1000_12m_b12f19,BiB 1000 12m Pure fruit puree,bib,participant,,,7,1319,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f26,BiB_1000,bib1000_12m_b12f26,BiB 1000 12m Types of cereals used,bib,participant,,,5,1760,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f69,BiB_1000,bib1000_12m_b12f69,BiB 1000 12m Other types of yoghurt,bib,participant,,,3,1317,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_b12f92,BiB_1000,bib1000_12m_b12f92,BiB 1000 12m Other types of blackcurrant squash,bib,participant,,,3,1313,1313,2024-05-14 09:11:45
BiB_1000.bib1000_12m_btf104,BiB_1000,bib1000_12m_btf104,BiB 1000 12m f104,bib,participant,,,8,1377,1313,2024-05-14 09:11:46
BiB_1000.bib1000_12m_bib12n,BiB_1000,bib1000_12m_bib12n,BiB 1000 12 month child nutrients intake,bib,participant,,,55,1262,1262,2024-05-14 09:11:45
BiB_1000.bib1000_18m_main,BiB_1000,bib1000_18m_main,BiB 1000 18m Questionnaire main table,bib,participant,,,474,1763,1763,2024-05-14 09:11:48
BiB_1000.bib1000_18m_b18qb2,BiB_1000,bib1000_18m_b18qb2,BiB 1000 18m Child care arrangements,bib,participant,,,6,1309,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18qc4,BiB_1000,bib1000_18m_b18qc4,BiB 1000 18m Parent-reported child diagnoses,bib,participant,,,3,1307,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18qe9,BiB_1000,bib1000_18m_b18qe9,BiB 1000 18m Dried baby cereals,bib,participant,,,7,1294,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18e11,BiB_1000,bib1000_18m_b18e11,"BiB 1000 18m Dried veg, pasta, rice-based meals",bib,participant,,,7,1294,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e12,BiB_1000,bib1000_18m_b18e12,BiB 1000 18m Dried desserts,bib,participant,,,7,1293,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e14,BiB_1000,bib1000_18m_b18e14,BiB 1000 18m Breakfast meals,bib,participant,,,8,1294,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e15,BiB_1000,bib1000_18m_b18e15,BiB 1000 18m Meat or fish-based meals,bib,participant,,,8,1294,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e16,BiB_1000,bib1000_18m_b18e16,"BiB 1000 18m Veg, pasta, rice-based savoury meals",bib,participant,,,8,1297,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e17,BiB_1000,bib1000_18m_b18e17,BiB 1000 18m Milk or cereal-based desserts,bib,participant,,,8,1295,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e18,BiB_1000,bib1000_18m_b18e18,BiB 1000 18m Fruit-based desserts,bib,participant,,,8,1297,1293,2024-05-14 09:11:46
BiB_1000.bib1000_18m_b18e19,BiB_1000,bib1000_18m_b18e19,BiB 1000 18m Pure fruit puree,bib,participant,,,8,1297,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18e26,BiB_1000,bib1000_18m_b18e26,BiB 1000 18m Types of cereals used,bib,participant,,,6,1900,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18e69,BiB_1000,bib1000_18m_b18e69,BiB 1000 18m Other types of yoghurt,bib,participant,,,3,1298,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18e92,BiB_1000,bib1000_18m_b18e92,BiB 1000 18m Other types of blackcurrant squash,bib,participant,,,3,1293,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_bee104,BiB_1000,bib1000_18m_bee104,BiB 1000 18m Other foods and drinks,bib,participant,,,7,1318,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18qh2,BiB_1000,bib1000_18m_b18qh2,BiB 1000 18m Other snacks consumed by parent,bib,participant,,,4,1293,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_b18qh4,BiB_1000,bib1000_18m_b18qh4,BiB 1000 18m Other ready/take-away meals (parent),bib,participant,,,4,1293,1293,2024-05-14 09:11:47
BiB_1000.bib1000_18m_bib18n,BiB_1000,bib1000_18m_bib18n,BiB 1000 18 month child nutrients intake,bib,participant,,,58,1257,1257,2024-05-14 09:11:47
BiB_1000.bib1000_24m_main,BiB_1000,bib1000_24m_main,BiB 1000 24m Questionnaire main table,bib,participant,,,566,1763,1763,2024-05-14 09:11:48
BiB_1000.bib1000_36m_main,BiB_1000,bib1000_36m_main,BiB 1000 36m Questionnaire main table,bib,participant,,,446,1763,1763,2024-05-14 09:11:49
BiB_1000.bib1000_36m_b36j17,BiB_1000,bib1000_36m_b36j17,BiB 1000 36m Other foods consumed by child,bib,participant,,,5,1232,1232,2024-05-14 09:11:49
BiB_1000.bib1000_36m_b3j19a,BiB_1000,bib1000_36m_b3j19a,BiB 1000 36m Vitamins or multivitamins,bib,participant,,,6,1232,1232,2024-05-14 09:11:49
BiB_1000.bib1000_36m_b3j19b,BiB_1000,bib1000_36m_b3j19b,BiB 1000 36m Cod liver oil or other oil,bib,participant,,,6,1232,1232,2024-05-14 09:11:49
BiB_1000.bib1000_36m_b3j19c,BiB_1000,bib1000_36m_b3j19c,BiB 1000 36m Other supplements,bib,participant,,,5,1232,1232,2024-05-14 09:11:49
BiB_1000.bib1000_36m_b36qi9,BiB_1000,bib1000_36m_b36qi9,BiB 1000 36m Physical activity clubs (child),bib,participant,,,4,1238,1232,2024-05-14 09:11:49
BiB_ALL_IN.allin12_qs,BiB_ALL_IN,allin12_qs,ALL IN 12m Questionnaire,bib,participant,,,248,2553,2553,2024-05-14 09:11:56
BiB_ALL_IN.allin12_cc,BiB_ALL_IN,allin12_cc,ALL IN 12m Current Childcare,bib,participant,,,16,2847,2553,2024-05-14 09:11:55
BiB_ALL_IN.allin12_ct,BiB_ALL_IN,allin12_ct,ALL IN 12m Child Travel,bib,participant,,,6,2581,2553,2024-05-14 09:11:55
BiB_ALL_IN.allin12_dd,BiB_ALL_IN,allin12_dd,ALL IN 12m Doctor Diagnoses,bib,participant,,,3,2573,2553,2024-05-14 09:11:55
BiB_ALL_IN.allin12_ei,BiB_ALL_IN,allin12_ei,ALL IN 12m Extra Immunisations,bib,participant,,,5,2574,2553,2024-05-14 09:11:55
BiB_ALL_IN.allin12_hh,BiB_ALL_IN,allin12_hh,ALL IN 12m Household,bib,participant,,,9,12577,2553,2024-05-14 09:11:55
BiB_ALL_IN.allin12_pc,BiB_ALL_IN,allin12_pc,ALL IN 12m Previous Childcare,bib,participant,,,20,2562,2553,2024-05-14 09:11:55
BiB_ALL_IN.allin24_qs,BiB_ALL_IN,allin24_qs,ALL IN 24m Questionnaire,bib,participant,,,208,2067,2067,2024-05-14 09:11:57
BiB_ALL_IN.allin24_cc,BiB_ALL_IN,allin24_cc,ALL IN 24m Current Childcare,bib,participant,,,16,2148,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_ct,BiB_ALL_IN,allin24_ct,ALL IN 24m Child Travel,bib,participant,,,6,2088,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_dd,BiB_ALL_IN,allin24_dd,ALL IN 24m Doctor Diagnoses,bib,participant,,,3,2067,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_ei,BiB_ALL_IN,allin24_ei,ALL IN 24m Extra Immunisations,bib,participant,,,5,2075,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_fa,BiB_ALL_IN,allin24_fa,ALL IN 24m Food Allergy,bib,participant,,,3,2078,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_hh,BiB_ALL_IN,allin24_hh,ALL IN 24m Household,bib,participant,,,9,3693,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_pc,BiB_ALL_IN,allin24_pc,ALL IN 24m Previous Childcare,bib,participant,,,16,2082,2067,2024-05-14 09:11:56
BiB_ALL_IN.allin24_ta,BiB_ALL_IN,allin24_ta,ALL IN 24m Treatment Abroad,bib,participant,,,5,2068,2067,2024-05-14 09:11:57
BiB_MeDALL.medall_quest,BiB_MeDALL,medall_quest,MeDALL Questionnaire,bib,participant,,,475,2594,2594,2024-05-14 09:13:13
BiB_MeDALL.medall_qd1,BiB_MeDALL,medall_qd1,MeDALL Questionnaire reactions to food,bib,participant,,,16,2604,2594,2024-05-14 09:13:11
BiB_MeDALL.medall_qd5,BiB_MeDALL,medall_qd5,MeDALL Questionnaire reactions to medicines,bib,participant,,,13,2598,2594,2024-05-14 09:13:11
BiB_MeDALL.medall_qd8,BiB_MeDALL,medall_qd8,MeDALL Questionnaire reactions to vaccines,bib,participant,,,13,2595,2594,2024-05-14 09:13:12
BiB_MeDALL.medall_skinprick,BiB_MeDALL,medall_skinprick,MeDALL skin prick,bib,participant,,,17,2269,2269,2024-05-14 09:13:13
BiB_MeDALL.medall_skinprick_qc,BiB_MeDALL,medall_skinprick_qc,MeDALL skin prick QC,bib,participant,,,14,228,228,2024-05-14 09:13:13
BiB_MeDALL.medall_greenspace,BiB_MeDALL,medall_greenspace,MeDALL Green Space Questionnaire,bib,participant,,,49,821,815,2024-05-14 09:13:11
BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,MeDALL Neighbourhood Green Space Tool,bib,participant,,,115,3284,815,2024-05-14 09:13:11
BiB_MeDALL.medall_ndvi,BiB_MeDALL,medall_ndvi,MeDALL residential NDVI and green space,bib,participant,,,25,2451,2365,2024-05-14 09:13:11
BiB_StartingSchool.stschool_info,BiB_StartingSchool,stschool_info,Starting School Child Info,bib,participant,,,14,6844,6844,2024-05-14 09:15:42
BiB_StartingSchool.stschool_bpvs,BiB_StartingSchool,stschool_bpvs,Starting School BPVS,bib,participant,,,8,6657,6657,2024-05-14 09:15:37
BiB_StartingSchool.stschool_lid,BiB_StartingSchool,stschool_lid,Starting School Letter identification,bib,participant,,,7,6582,6582,2024-05-14 09:15:42
BiB_StartingSchool.stschool_ckat,BiB_StartingSchool,stschool_ckat,Starting School CKAT,bib,participant,,,612,6586,6586,2024-05-14 09:15:41
BiB_StartingSchool.stschool_sdq,BiB_StartingSchool,stschool_sdq,Starting School SDQ,bib,participant,,,55,2340,2340,2024-05-14 09:15:42
BiB_Dental.dsurvey_5yo,BiB_Dental,dsurvey_5yo,5yo Dental Survey,bib,participant,,,7,354,354,2024-05-14 09:12:27
BiB_Dental.dental_ga,BiB_Dental,dental_ga,Dental extractions under GA,bib,participant,,,48,1299,1253,2024-05-14 09:12:27
BiB_Dental.plat_person,BiB_Dental,plat_person,PLATOON dental study participant data,bib,participant,,,17,13858,13858,2024-05-14 09:12:28
BiB_Dental.plat_teeth,BiB_Dental,plat_teeth,PLATOON dental study tooth observations,bib,participant,,,53,346,332,2024-05-14 09:12:28
BiB_Dental.plat_ortho,BiB_Dental,plat_ortho,PLATOON dental study orthodontic assessment,bib,participant,,,18,336,332,2024-05-14 09:12:27
BiB_Dental.plat_survey,BiB_Dental,plat_survey,PLATOON dental study survey,bib,participant,,,24,332,332,2024-05-14 09:12:28
BiB_Education_Record.edrecs_annual_context,BiB_Education_Record,edrecs_annual_context,Local Authority Education Record Contextual Data,bib,participant,,,16,115562,11717,2024-05-14 09:12:29
BiB_Education_Record.edrecs_additional_school_info,BiB_Education_Record,edrecs_additional_school_info,Additional school level data,bib,school,,,29,517,517,2024-05-14 09:12:28
BiB_Education_Record.edrecs_eyfsp_1,BiB_Education_Record,edrecs_eyfsp_1,Early Years Foundation Stage Profile Pre 2013,bib,participant,,,24,705,705,2024-05-14 09:12:30
BiB_Education_Record.edrecs_eyfsp_2,BiB_Education_Record,edrecs_eyfsp_2,Early Years Foundation Stage Profile 2013 Plus,bib,participant,,,24,10598,10598,2024-05-14 09:12:30
BiB_Education_Record.edrecs_y1_phonics,BiB_Education_Record,edrecs_y1_phonics,Year 1 Phonics Assessment,bib,participant,,,18,11081,11081,2024-05-14 09:12:31
BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,Key Stage 1 Assessment Pre 2016,bib,participant,,,12,3622,3622,2024-05-14 09:12:30
BiB_Education_Record.edrecs_ks1_2,BiB_Education_Record,edrecs_ks1_2,Key Stage 1 Assessment 2016 Plus,bib,participant,,,11,7262,7262,2024-05-14 09:12:30
BiB_Education_Record.edrecs_ks2,BiB_Education_Record,edrecs_ks2,Key Stage 2 Assessment 2018/19,bib,participant,,,16,3466,3466,2024-05-14 09:12:30
BiB_PrimarySchoolYears.child_info,BiB_PrimarySchoolYears,child_info,Primary School Years child information,bib,participant,,,23,18149,18149,2024-05-14 09:14:09
BiB_PrimarySchoolYears.sdq_data,BiB_PrimarySchoolYears,sdq_data,Primary School Years SDQ data,bib,participant,,,58,3502,3234,2024-05-14 09:14:40
BiB_PrimarySchoolYears.sdq_data_bib,BiB_PrimarySchoolYears,sdq_data_bib,Primary School Years SDQ data BiB only,bib,participant,,,59,7040,7006,2024-07-19 16:28:20.400703
BiB_PrimarySchoolYears.child_quiz,BiB_PrimarySchoolYears,child_quiz,Primary School Years child quiz,bib,participant,,,90,15641,15641,2024-05-14 09:14:11
BiB_PrimarySchoolYears.child_quiz_bib,BiB_PrimarySchoolYears,child_quiz_bib,Primary School Years child quiz BiB only,bib,participant,,,91,7006,7006,2024-07-19 16:28:15.916801
BiB_PrimarySchoolYears.ef_task_bdr,BiB_PrimarySchoolYears,ef_task_bdr,Primary School Years EF BDR task data,bib,participant,,,13,15179,15179,2024-05-14 09:14:25
BiB_PrimarySchoolYears.ef_task_bdr_bib,BiB_PrimarySchoolYears,ef_task_bdr_bib,Primary School Years EF BDR task data BiB only,bib,participant,,,14,7006,7006,2024-07-19 16:28:19.806374
BiB_PrimarySchoolYears.ef_task_fdr,BiB_PrimarySchoolYears,ef_task_fdr,Primary School Years EF FDR task data,bib,participant,,,13,15519,15519,2024-05-14 09:14:26
BiB_PrimarySchoolYears.ef_task_fdr_bib,BiB_PrimarySchoolYears,ef_task_fdr_bib,Primary School Years EF FDR task data BiB only,bib,participant,,,14,7006,7006,2024-07-19 16:28:19.993866
BiB_PrimarySchoolYears.ef_task_corsi,BiB_PrimarySchoolYears,ef_task_corsi,Primary School Years EF Corsi task data,bib,participant,,,13,15388,15388,2024-05-14 09:14:25
BiB_PrimarySchoolYears.ef_task_corsi_bib,BiB_PrimarySchoolYears,ef_task_corsi_bib,Primary School Years EF Corsi task data BiB only,bib,participant,,,14,7006,7006,2024-07-19 16:28:19.900135
BiB_PrimarySchoolYears.ef_task_inhibition,BiB_PrimarySchoolYears,ef_task_inhibition,Primary School Years EF Inhibition task data,bib,participant,,,22,14538,14538,2024-05-14 09:14:26
BiB_PrimarySchoolYears.ef_task_inhibition_bib,BiB_PrimarySchoolYears,ef_task_inhibition_bib,Primary School Years EF Inhibition task data BiB only,bib,participant,,,23,7006,7006,2024-07-19 16:28:20.134493
BiB_PrimarySchoolYears.ef_task_ps,BiB_PrimarySchoolYears,ef_task_ps,Primary School Years EF PS task data,bib,participant,,,18,15185,15185,2024-05-14 09:14:26
BiB_PrimarySchoolYears.ef_task_ps_bib,BiB_PrimarySchoolYears,ef_task_ps_bib,Primary School Years EF PS task data BiB only,bib,participant,,,19,7006,7006,2024-07-19 16:28:20.290751
BiB_PrimarySchoolYears.ckat_data,BiB_PrimarySchoolYears,ckat_data,Primary School Years CKAT data,bib,participant,,,634,15820,15820,2024-07-26 15:26:11.685043
BiB_PrimarySchoolYears.ckat_data_bib,BiB_PrimarySchoolYears,ckat_data_bib,Primary School Years CKAT data BiB only,bib,participant,,,635,7006,7006,2024-07-26 15:27:32.022446
BiB_GrowingUp.participant_pathway,BiB_GrowingUp,participant_pathway,BiB Growing Up participant pathway,bib,participant,,,103,30134,30134,2024-05-14 09:12:50
BiB_GrowingUp.adult_survey,BiB_GrowingUp,adult_survey,BiB Growing Up adult survey,bib,participant,,,276,5594,5594,2024-06-25 11:48:02.253941
BiB_GrowingUp.adult_survey_BiB1000_sample,BiB_GrowingUp,adult_survey_BiB1000_sample,BiB Growing Up adult survey - BiB1000 sample,bib,participant,,,125,1763,1763,2024-05-14 09:12:43
BiB_GrowingUp.adult_survey_MeDALL_sample,BiB_GrowingUp,adult_survey_MeDALL_sample,BiB Growing Up adult survey - MeDALL sample,bib,participant,,,35,2594,2594,2024-05-14 09:12:43
BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,BiB Growing Up child survey (adult completed),bib,participant,,,443,5304,5304,2024-05-14 09:12:46
BiB_GrowingUp.child_survey_child_comp,BiB_GrowingUp,child_survey_child_comp,BiB Growing Up child survey (child completed),bib,participant,,,263,4668,4668,2024-05-14 09:12:47
BiB_GrowingUp.dxa_scan_m,BiB_GrowingUp,dxa_scan_m,BiB Growing Up DXA scan (mother),bib,participant,,,128,488,488,2024-05-14 09:12:48
BiB_GrowingUp.dxa_scan_c,BiB_GrowingUp,dxa_scan_c,BiB Growing Up DXA scan (child),bib,participant,,,147,541,541,2024-05-14 09:12:47
BiB_GrowingUp.dxa_scan_f,BiB_GrowingUp,dxa_scan_f,BiB Growing Up DXA scan (father),bib,participant,,,128,58,58,2024-05-14 09:12:47
