variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_ChildGrowth.anthropometry.BiBChildID,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,BiBChildID,,text,,,72386,13597
BiB_ChildGrowth.anthropometry.cgrowthsource,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,cgrowthsource,Source of data,categorical,[1 eClipse] [2 BiB1000 6mths] [3 BiB1000 12mths] [4 BiB1000 18mths] [5 BiB1000 24mths] [6 BiB1000 36mths] [7 AllIn 12mths] [8 AllIn 24mths] [9 MeDALL] [10 Dental study] [11 Growing Up] [12 Age of Wonder] [13 School nurses] [14 NCMP] [15 Primary care],,72386,13597
BiB_ChildGrowth.anthropometry.date,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,date,Date of measurement,date,,,72386,13597
BiB_ChildGrowth.anthropometry.agecd_cgrowth,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,agecd_cgrowth,Age in days at measurement,integer,,,72386,13597
BiB_ChildGrowth.anthropometry.agecm_cgrowth,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,agecm_cgrowth,Age in months at measurement,integer,,,72386,13597
BiB_ChildGrowth.anthropometry.agecy_cgrowth,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,agecy_cgrowth,Age in years at measurement,integer,,,72386,13597
BiB_ChildGrowth.anthropometry.cabdo,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,cabdo,Abdominal circumference (cm),float,,,42309,12814
BiB_ChildGrowth.anthropometry.chead,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,chead,Head circumference (cm),float,,,49287,13529
BiB_ChildGrowth.anthropometry.flag_head,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,flag_head,Indicator for mean of two head circumference measurements,integer,,,70,70
BiB_ChildGrowth.anthropometry.csubscap,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,csubscap,Subscapular skinfold (mm),float,,,31373,11606
BiB_ChildGrowth.anthropometry.ctriceps,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,ctriceps,Triceps skinfold (mm),float,,,32153,11634
BiB_ChildGrowth.anthropometry.cmidarm,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,cmidarm,Mid arm circumference (cm),float,,,13999,11954
BiB_ChildGrowth.anthropometry.cthigh,BiB_ChildGrowth.anthropometry,BiB_ChildGrowth,anthropometry,cthigh,Thigh skinfold (mm),float,,,4385,1556
BiB_ChildGrowth.growth_NCMP.BiBChildID,BiB_ChildGrowth.growth_NCMP,BiB_ChildGrowth,growth_NCMP,BiBChildID,,text,,,17470,10762
