variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_LifeCycle.outcome_ath_yearly_rep.BiBPersonID,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,BiBPersonID,Unique identifier for the child,text,,administration,171012,13858
BiB_LifeCycle.outcome_ath_yearly_rep.age_years,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,age_years,Age of child in years,integer,,,171012,13858
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_raw_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_raw_,"Repeated measures of aggressive behavior, total raw score: aggr_raw_0: assessed within one year of childbirth (>0 year and <1 year) aggr_raw_1: assessed when the child was aged between bigger or equal to 1 year and < 2 years … aggr_raw_17: assessed when the child was aged between bigger or equal to 17 years and < 18 y",integer,,personality_temperament,12192,7891
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_age_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_age_,"Exact age of the child (in years) when aggressive behavior was recorded for aggr_raw_0, aggr_raw_1, etc.",integer,,personality_temperament,12230,7909
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_instr_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_instr_,"Cohort-specific instrument used to measure the aggressive behavior for aggr_raw_0, aggr_raw_1, etc.",categorical,[13 CBCL] [47 SDQ],personality_temperament,12230,7909
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_eval_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_eval_,"Who the test was administered/answered by for aggr_raw_0, aggr_raw_1, etc.",categorical,[1 teacher] [2 parent] [3 examiner] [4 computerized] [5 self-reported] [6 other],personality_temperament,12230,7909
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_avg_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_avg_,"Average of available items comprising the total raw score of aggr_raw_0, aggr_raw_1, etc.",float,,personality_temperament,12192,7891
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_pro_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_pro_,"Total aggressive behavior score after prorating aggr_raw_0, aggr_raw1, etc.",integer,,personality_temperament,12192,7891
BiB_LifeCycle.outcome_ath_yearly_rep.aggr_pc_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,aggr_pc_,"Aggressive behavior, percentiles of aggr_pro_0, aggr_pro_1, etc.",integer,,personality_temperament,12192,7891
BiB_LifeCycle.outcome_ath_yearly_rep.edR_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,edR_,Repeated measures of offspring eating disorder diagnosis:,categorical,[0 No] [1 Yes],mental_disorders,163292,13452
BiB_LifeCycle.outcome_ath_yearly_rep.edR_age_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,edR_age_,"Exact age at eating disorder onset for edR_10, edR_11, etc.",integer,,mental_disorders,6120,340
BiB_LifeCycle.outcome_ath_yearly_rep.edR_eval_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,edR_eval_,"How was the medical diagnosis reported for edR_10, edR_11, etc assessed.",categorical,[1 Medical registries or medical records linkage] [2 Parentally reported doctor-diagnosed disorder],mental_disorders,163292,13452
BiB_LifeCycle.outcome_ath_yearly_rep.anR_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,anR_,Repeated measures of offspring anorexia nervosa diagnosis:,categorical,[0 No] [1 Yes],mental_disorders,163292,13452
BiB_LifeCycle.outcome_ath_yearly_rep.anR_age_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,anR_age_,"Exact age at anorexia nervosa onset for anR_10, anR_11, etc.",integer,,mental_disorders,3366,187
BiB_LifeCycle.outcome_ath_yearly_rep.anR_eval_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,anR_eval_,"How was the medical diagnosis reported for anR_10, anR_11, etc assessed.",categorical,[1 Medical registries or medical records linkage] [2 Parentally reported doctor-diagnosed disorder],mental_disorders,163292,13452
BiB_LifeCycle.outcome_ath_yearly_rep.bnR_,BiB_LifeCycle.outcome_ath_yearly_rep,BiB_LifeCycle,outcome_ath_yearly_rep,bnR_,Repeated measures of offspring bulimia nervosa diagnosis:,categorical,[0 No] [1 Yes],mental_disorders,163292,13452
