variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_GrowingUp.child_survey_adult_comp.BiBPersonID,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,BiBPersonID,,text,,,5304,5304
BiB_GrowingUp.child_survey_adult_comp.Date,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,Date,Date survey completed,date,,administration,5304,5304
BiB_GrowingUp.child_survey_adult_comp.AgeMonths,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,AgeMonths,Age in months at survey completion,integer,,age,5304,5304
BiB_GrowingUp.child_survey_adult_comp.AgeYears,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,AgeYears,Age in years at survey completion,integer,,age,5304,5304
BiB_GrowingUp.child_survey_adult_comp.SurveyYear,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,SurveyYear,Calendar year at survey completion,integer,,administration,5304,5304
BiB_GrowingUp.child_survey_adult_comp.SurveyMonth,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,SurveyMonth,Calendar month at survey completion,integer,,administration,5304,5304
BiB_GrowingUp.child_survey_adult_comp.lsid,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,lsid,Survey version identifier,integer,,administration,5304,5304
BiB_GrowingUp.child_survey_adult_comp.survey_version,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,survey_version,Survey version,categorical,[1 version 1] [2 version 2 English] [3 version 2 Urdu],administration,5304,5304
BiB_GrowingUp.child_survey_adult_comp.survey_mode,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,survey_mode,Survey completion mode,categorical,[1 screen] [2 paper],administration,5304,5304
BiB_GrowingUp.child_survey_adult_comp.survey_language,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,survey_language,Survey completion language,categorical,[1 English] [2 Urdu],languages_spoken,5304,5304
BiB_GrowingUp.child_survey_adult_comp.guadtBaseline,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,guadtBaseline,Has the participant already completed the baseline questionnaire?,categorical,[1 No] [2 Yes],administration,5264,5264
BiB_GrowingUp.child_survey_adult_comp.guadtBiB1000,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,guadtBiB1000,Is the participant part of BiB1000?,categorical,[1 No] [2 Yes],administration,5157,5157
BiB_GrowingUp.child_survey_adult_comp.guadtAllIn,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,guadtAllIn,Is the particpant part of BiB ALLIN?,categorical,[1 No] [2 Yes],administration,5157,5157
BiB_GrowingUp.child_survey_adult_comp.guadtMeDALL,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,guadtMeDALL,Is the participant part of BiB MeDALL?,categorical,[1 No] [2 Yes],administration,5157,5157
BiB_GrowingUp.child_survey_adult_comp.guadtMother,BiB_GrowingUp.child_survey_adult_comp,BiB_GrowingUp,child_survey_adult_comp,guadtMother,Is this participant the biological mother of the child,text,,administration,5304,5304
