variable,full_name,label,value_type,description,categories,categories_label
BiBPregNumber,BiB_Bloods.hosp_haem.BiBPregNumber,"",decimal,,,
GestAgeSample,BiB_Bloods.hosp_haem.GestAgeSample,Gestational age at blood sample (days),decimal,,,
Hb,BiB_Bloods.hosp_haem.Hb,Haemoglobin (g/dL),decimal,,,
WBC,BiB_Bloods.hosp_haem.WBC,White blood cell count (10^9/L),decimal,,,
PLTS,BiB_Bloods.hosp_haem.PLTS,Platelet count (10^9/L),decimal,,,
MCV,BiB_Bloods.hosp_haem.MCV,Mean corpuscular volume (fL),decimal,,,
PCV,BiB_Bloods.hosp_haem.PCV,Haematocrit,decimal,,,
RBC,BiB_Bloods.hosp_haem.RBC,Rec blood cell count (10^12/L),decimal,,,
MCH,BiB_Bloods.hosp_haem.MCH,Mean corpuscular haemoglobin (fmol),decimal,,,
MCHC,BiB_Bloods.hosp_haem.MCHC,Mean corpuscular haemoglobin concentration (mmol/L),decimal,,,
NEU,BiB_Bloods.hosp_haem.NEU,Neutrophils (10^9/L),decimal,,,
LYM,BiB_Bloods.hosp_haem.LYM,Lymphocytes (10^9/L),decimal,,,
MON,BiB_Bloods.hosp_haem.MON,Monocytes (10^9/L),decimal,,,
EOS,BiB_Bloods.hosp_haem.EOS,Eosinophils (10^9/L),decimal,,,
BAS,BiB_Bloods.hosp_haem.BAS,Basophiles (10^9/L),decimal,,,
