variable,full_name,label,value_type,description,categories,categories_label
BiBPregNumber,BiB_Bloods.hosp_biochem.BiBPregNumber,"",decimal,,,
GestAgeSample,BiB_Bloods.hosp_biochem.GestAgeSample,Gestational age at blood sample (days),decimal,,,
CRP,BiB_Bloods.hosp_biochem.CRP,C-reactive protein (�mol/l),text,,,
Sodium,BiB_Bloods.hosp_biochem.Sodium,Sodium (mmol/l),decimal,,,
K1,BiB_Bloods.hosp_biochem.K1,Potassium (mmol/l),decimal,,,
Urea,BiB_Bloods.hosp_biochem.Urea,Urea (mmol/l),decimal,,,
CRE1,BiB_Bloods.hosp_biochem.CRE1,Creatinine (�mol/l),decimal,,,
Amylase,BiB_Bloods.hosp_biochem.Amylase,Amylase (iu/l),decimal,,,
ALT,BiB_Bloods.hosp_biochem.ALT,ALT (iu/l),decimal,,,
BIL1,BiB_Bloods.hosp_biochem.BIL1,Total bilirubin (�mol/l),decimal,,,
ALP1,BiB_Bloods.hosp_biochem.ALP1,Alkaline phosphatase (iu/l),decimal,,,
GGT1,BiB_Bloods.hosp_biochem.GGT1,Gamma glutamyl transferase (iu/l),decimal,,,
TP1,BiB_Bloods.hosp_biochem.TP1,Total protein concentration (mg/dl),decimal,,,
Albumin,BiB_Bloods.hosp_biochem.Albumin,Albumin (mg/24hr),decimal,,,
Caadj,BiB_Bloods.hosp_biochem.Caadj,Adjusted calcium (mmol/l),decimal,,,
