variable,full_name,label,value_type,description,categories,categories_label
Cohort,COVID19_Survey.child_wave1.Cohort,Cohort,text,,,
Gender,COVID19_Survey.child_wave1.Gender,Child's gender,decimal,,0|1,Male|Female
age_in_years,COVID19_Survey.child_wave1.age_in_years,Age in years,decimal,,,
ethnicity_mother,COVID19_Survey.child_wave1.ethnicity_mother,Ethnic group (mother),decimal,,1|2|3,White British|Pakistani|Other
ward,COVID19_Survey.child_wave1.ward,Ward as at March 2020,text,,,
imdrank,COVID19_Survey.child_wave1.imdrank,IMD 2019 National Rank (1 = most deprved),decimal,,,
imddecile,COVID19_Survey.child_wave1.imddecile,IMD 2019 National Decile (1 = most deprved),decimal,,,
edcont_ethnic_origin,COVID19_Survey.child_wave1.edcont_ethnic_origin,Child Ethnic Origin Code - From Child Education Record,decimal,,1|10|2|3|4|5|6|7|8|9,Bangladeshi|Other Ethnic Groups|Indian|Pakistani|Chinese/ Other Asian|African|Black Carribbean/ Black Other|Mixed|White British|White Other
edcont_eal,COVID19_Survey.child_wave1.edcont_eal,Whether English is an adittional language,decimal,,1|2|3,No|Unknown|Yes
edcont_fsm,COVID19_Survey.child_wave1.edcont_fsm,Whether child in receipt of freee school meals,decimal,,1|2,No|Yes
edcont_sen,COVID19_Survey.child_wave1.edcont_sen,Special educational needs catagory,decimal,,1|2|3|4|5|6,EHCP|Not SEN|SEN Support|School Action|School Action Plus|Statement
chys_7timesleep,COVID19_Survey.child_wave1.chys_7timesleep,1A) In the last 7 days what time have you n...(please write):,text,,,
chys_7wknp,COVID19_Survey.child_wave1.chys_7wknp,1B) In the last 7 days what time have you n...(please write):,text,,,
chfl_7physactwkdy,COVID19_Survey.child_wave1.chfl_7physactwkdy,2A) On a normal weekday (Monday to Friday) (please tick one),decimal,,1|2|3|4|5,No activity (0 minutes)|Small amount of activity (1 to 30 minutes)|Small to Moderate amount activity (31 to 60 minutes)|Moderate to Large amount of activity (1 to 2 hours)|Large amount of activity (more than 2 hours)
chfl_7physactwknd,COVID19_Survey.child_wave1.chfl_7physactwknd,   2B) On a normal weeken...>  ,decimal,,1|2|3|4|5,No activity (0 minutes)|Small amount of activity (1 to 30 minutes)|Small to Moderate amount activity (31 to 60 minutes)|Moderate to Large amount of activity (1 to 2 hours)|Large amount of activity (more than 2 hours)
chwy_frmhmlv,COVID19_Survey.child_wave1.chwy_frmhmlv,3A) How many times did you leave your home...lease tick one),decimal,,1|2|3,I stayed at home -> Go to Question 4A|Once a day|More than once a day
chwy_frmhmud_2___1,COVID19_Survey.child_wave1.chwy_frmhmud_2___1,3B) What did you usually do? (Please tic...that apply) (choice=Walk),decimal,,0|1,Unchecked|Checked
chwy_frmhmud_2___2,COVID19_Survey.child_wave1.chwy_frmhmud_2___2,3B) What did you usually do? (Please tic...that apply) (choice=Run/ Jog),decimal,,0|1,Unchecked|Checked
chwy_frmhmud_2___3,COVID19_Survey.child_wave1.chwy_frmhmud_2___3,3B) What did you usually do? (Please tic...that apply) (choice=Scoot/ Ride bike),decimal,,0|1,Unchecked|Checked
chwy_frmhmud_2___4,COVID19_Survey.child_wave1.chwy_frmhmud_2___4,3B) What did you usually do? (Please tic...that apply) (choice=Other (Please spe,decimal,,0|1,Unchecked|Checked
othr,COVID19_Survey.child_wave1.othr,If Other :,text,,,
chwy_frmhmudwr_2,COVID19_Survey.child_wave1.chwy_frmhmudwr_2,3C) Where did you usually go? (Please tick one),decimal,,1|2|3|4,Street|Park|Shops|Other (Please specify)
othr_2,COVID19_Survey.child_wave1.othr_2,If Other :,text,,,
chwy_frmhmudwn,COVID19_Survey.child_wave1.chwy_frmhmudwn,3D) How long did you go for? (Please tick one),decimal,,1|2|3,Less than 30 minutes|31 to 60 minutes|More than 60 minutes
chtss_7timesitly,COVID19_Survey.child_wave1.chtss_7timesitly,"4A) In the last 7 days, on a normal day, ho...lease tick one)",decimal,,1|2|3|4|5,I spent almost none of my free time sitting or lying down|I spent little time sitting during my free time or lying down|I spent about half of my free time sitting or lying down|I spent a lot of time sitting during my free time or lying down|I spent almost all of my free time sitting or lying down
chtss_7timesitlyacttv,COVID19_Survey.child_wave1.chtss_7timesitlyacttv,Watching TV but NOT time spent playing video games,decimal,,1|2|3|4|5,No time|1 hour or less|1-2 hours|3-4 hours|4+ hours
chtss_7timesitlyactvg,COVID19_Survey.child_wave1.chtss_7timesitlyactvg,Playing video games on a game console (e.g....et or computer.,decimal,,1|2|3|4|5,No time|1 hour or less|1-2 hours|3-4 hours|4+ hours
chtss_7timesitlyactcom,COVID19_Survey.child_wave1.chtss_7timesitlyactcom,Using computers/tablets for social activity...orschool work.,decimal,,1|2|3|4|5,No time|1 hour or less|1-2 hours|3-4 hours|4+ hours
chtss_7timesitlyactmb,COVID19_Survey.child_wave1.chtss_7timesitlyactmb,"Using your mobile phone to talk, text, or s...playing games.",decimal,,1|2|3|4|5,No time|1 hour or less|1-2 hours|3-4 hours|4+ hours
chtss_7timesitlyactschw,COVID19_Survey.child_wave1.chtss_7timesitlyactschw,"Doing school work in books or on a computer...ng, topic work)",decimal,,1|2|3|4|5,No time|1 hour or less|1-2 hours|3-4 hours|4+ hours
chsch_stlgo,COVID19_Survey.child_wave1.chsch_stlgo,5A) Do you still go to school? (Please tick one),decimal,,0|1,No|Yes
chschl_ftctucom,COVID19_Survey.child_wave1.chschl_ftctucom,"Do you have a computer, laptop or tablet wh...do school work?",decimal,,1|2|3,All of the time|Some of the time|I dont have this
chschl_ftctuthng,COVID19_Survey.child_wave1.chschl_ftctuthng,Do you have all the things you need to do your school work?,decimal,,1|2|3,All of the time|Some of the time|I dont have this
chschl_ftctuntrnt,COVID19_Survey.child_wave1.chschl_ftctuntrnt,Can you go on the internet?,decimal,,1|2|3,All of the time|Some of the time|I dont have this
chschl_ftctutchr,COVID19_Survey.child_wave1.chschl_ftctutchr,Do you get to talk with your teacher or som...rom the school?,decimal,,1|2|3,All of the time|Some of the time|I dont have this
chschl_ftctuhmwrk,COVID19_Survey.child_wave1.chschl_ftctuhmwrk,Is the school giving you things to do when you are at home?,decimal,,1|2|3,All of the time|Some of the time|I dont have this
chschl_ftctuinfo,COVID19_Survey.child_wave1.chschl_ftctuinfo,Do you know where to get information on how...l work at home?,decimal,,1|2|3,All of the time|Some of the time|I dont have this
chschl_ftctustatnry,COVID19_Survey.child_wave1.chschl_ftctustatnry,Do you have pens and paper to do your school work?,decimal,,1|2|3,All of the time|Some of the time|I dont have this
