variable,full_name,label,value_type,description,categories,categories_label
Cohort,COVID19_Survey.adult_wave1.Cohort,Cohort,decimal,,1|2,BiB|Better Start
BiBPersonID,COVID19_Survey.adult_wave1.BiBPersonID,BiB participant study ID,text,,,
BiBBSPersonID,COVID19_Survey.adult_wave1.BiBBSPersonID,"",text,,,
BiBParticipantType,COVID19_Survey.adult_wave1.BiBParticipantType,BiB Participant Type,text,,,
Date,COVID19_Survey.adult_wave1.Date,Date of COVID-19 Adult Wave 1 survey,date,,,
ethnicity,COVID19_Survey.adult_wave1.ethnicity,Ethnic group combined from different cohort data sources,decimal,,1|2|3,White British|Pakistani|Other
country,COVID19_Survey.adult_wave1.country,Country,text,,,
region,COVID19_Survey.adult_wave1.region,Region,text,,,
ladistrictcode2019,COVID19_Survey.adult_wave1.ladistrictcode2019,Local Authority District code (2019),text,,,
ladistrictname2019,COVID19_Survey.adult_wave1.ladistrictname2019,Local Authority District name (2019),text,,,
ward,COVID19_Survey.adult_wave1.ward,Ward,text,,,
lsoacode2011,COVID19_Survey.adult_wave1.lsoacode2011,LSOA code (2011),text,,,
lsoaname2011,COVID19_Survey.adult_wave1.lsoaname2011,"",text,,,
imdrank,COVID19_Survey.adult_wave1.imdrank,Index of Multiple Deprivation (IMD) Rank,decimal,,,
imddecile,COVID19_Survey.adult_wave1.imddecile,Index of Multiple Deprivation (IMD) Decile,decimal,,,
hh_relship,COVID19_Survey.adult_wave1.hh_relship,What is your current relationship status?,decimal,,-1|1|2|3,Do not wish to answer|Single|Married|Not married but in a relationship
hh_living,COVID19_Survey.adult_wave1.hh_living,Are you currently living with your partner?,decimal,,1|2|3,Yes|No|Not applicable - Single
hh_nchild,COVID19_Survey.adult_wave1.hh_nchild,Do any children aged 16 and under live in your home?,decimal,,0|1,No|Yes
hh_nchild_04,COVID19_Survey.adult_wave1.hh_nchild_04,How many children aged between 0 and 4 years live in your home?,decimal,,,
hh_nchild_510,COVID19_Survey.adult_wave1.hh_nchild_510,How many children aged between 5 and 10 years live in your home?,decimal,,,
hh_nchild_1116,COVID19_Survey.adult_wave1.hh_nchild_1116,How many children aged between 11 and 16 years live in your home?,decimal,,,
hh_childlw,COVID19_Survey.adult_wave1.hh_childlw,Does your child (or children) live with you all the time?,decimal,,0|1,No - shared parenting|Yes
hh_nadult,COVID19_Survey.adult_wave1.hh_nadult,How many adults (people aged over 16 years) live in your home?,decimal,,,
hh_nadult_70,COVID19_Survey.adult_wave1.hh_nadult_70,How many of these adults are over the age of 70?,decimal,,,
hh_slfisol_any,COVID19_Survey.adult_wave1.hh_slfisol_any,Has anyone in household been advised by a health professional that they are high,decimal,,0|1,No|Yes
hh_slfisol_resp,COVID19_Survey.adult_wave1.hh_slfisol_resp,Have you been advised by a health professional that they are high risk/ vulnerab,decimal,,0|1,No|Yes
hh_slfisol_oth,COVID19_Survey.adult_wave1.hh_slfisol_oth,Have a person other than you in the household been advised by a health professio,decimal,,0|1,No|Yes
hh_pregyou,COVID19_Survey.adult_wave1.hh_pregyou,Are you currently pregnant?,decimal,,0|1,No|Yes
hh_pregyou_wks,COVID19_Survey.adult_wave1.hh_pregyou_wks,How many weeks pregnant are you?,decimal,,,
hh_pregoth,COVID19_Survey.adult_wave1.hh_pregoth,Are any other women in your household pregnant?,decimal,,0|1,No|Yes
hh_pregoth_wks,COVID19_Survey.adult_wave1.hh_pregoth_wks,How many weeks pregnant are they?,decimal,,,
yh_own,COVID19_Survey.adult_wave1.yh_own,Do you (or your household) own or rent the home you live in?,decimal,,1|2|3|4|5|6,Own it outright|Buying it with the help of a mortgage/loan|Part own and part rent (shared ownership)|Rent it (includes all those who are on Housing Benefit or Local Housing Allowance)|Live here rent-free (including rent-free in relatives/friends property but excluding squatters)|Squatting
yh_own_rent,COVID19_Survey.adult_wave1.yh_own_rent,Who is your landlord?,decimal,,-2|1|2|3|4|5|6|7,"Dont know|Private landlord or letting agency|Housing association, housing co-operative, charitable trust|Local authority, local council|Relative or friend (before you lived here) of a household member|Employer (individual) of a household member|Employer (company) of a household member|Another organisation"
yh_bdroom,COVID19_Survey.adult_wave1.yh_bdroom,How many bedrooms are there in your home?,decimal,,,
yh_net,COVID19_Survey.adult_wave1.yh_net,Can you access the internet from your home (e.g. broadband / data on phone)?,decimal,,0|1,No|Yes
yh_rpair,COVID19_Survey.adult_wave1.yh_rpair,Does your home need any major repairs doing to it right now?,decimal,,0|1,No|Yes
yh_appl,COVID19_Survey.adult_wave1.yh_appl,"Are all of your large electrical appliances (e.g. washing machine, fridge) in go",decimal,,0|1,No|Yes
yh_damp,COVID19_Survey.adult_wave1.yh_damp,Do you have any damp or mould in your home?,decimal,,0|1,No|Yes
yh_vrmin,COVID19_Survey.adult_wave1.yh_vrmin,"Do you have trouble with any vermin (mice or other rodents, cockroaches, etc.) i",decimal,,0|1,No|Yes
yh_outdr,COVID19_Survey.adult_wave1.yh_outdr,Does your home have an outdoor space which you and your family can use?,decimal,,0|1,No|Yes
yh_outdr_prvsh,COVID19_Survey.adult_wave1.yh_outdr_prvsh,Is your outdoor space private or shared?,decimal,,1|2,Private|Shared
yh_outdr_yard,COVID19_Survey.adult_wave1.yh_outdr_yard,Do you have outside space type: Yard,decimal,,0|1,No|Yes
yh_outdr_smlgdn,COVID19_Survey.adult_wave1.yh_outdr_smlgdn,Do you have outside space type: Small Garden,decimal,,0|1,No|Yes
yh_outdr_medgdn,COVID19_Survey.adult_wave1.yh_outdr_medgdn,Do you have outside space type: Medium Garden,decimal,,0|1,No|Yes
yh_outdr_lgegdn,COVID19_Survey.adult_wave1.yh_outdr_lgegdn,Do you have outside space type: Large Garden,decimal,,0|1,No|Yes
yh_outdr_other,COVID19_Survey.adult_wave1.yh_outdr_other,Do you have outside space type: Other,decimal,,0|1,No|Yes
yh_outdr_safe,COVID19_Survey.adult_wave1.yh_outdr_safe,Is your outdoor space safe for your children to play in?,decimal,,-2|0|1,Dont know|No|Yes
jbsc_kwrker,COVID19_Survey.adult_wave1.jbsc_kwrker,Is anyone in your home classed as a Key Worker,decimal,,0|1,No|Yes
jbsc_kwrker_myself,COVID19_Survey.adult_wave1.jbsc_kwrker_myself,Who is classed as a Key Worker? (choice=Myself),decimal,,0|1,No|Yes
jbsc_kwrker_partner,COVID19_Survey.adult_wave1.jbsc_kwrker_partner,Who is classed as a Key Worker? (choice=My partner),decimal,,0|1,No|Yes
jbsc_kwrker_otherhh,COVID19_Survey.adult_wave1.jbsc_kwrker_otherhh,Who is classed as a Key Worker? (choice=Other household member),decimal,,0|1,No|Yes
jbsc_main,COVID19_Survey.adult_wave1.jbsc_main,Who is the main earner in the household?,decimal,,1|2|3|4,Me|My partner|Other household member|Me and my partner earn the same amount
jbsc_main_crntly,COVID19_Survey.adult_wave1.jbsc_main_crntly,Is the main earner in your household currently...,decimal,,-2|1|2|3|4|5,Dont know|Employed|Employed but not working (on furlough)|Self employed and working|Self employed and not working|Unemployed
jbsc_main_hmwfh,COVID19_Survey.adult_wave1.jbsc_main_hmwfh,"Are they mainly working from home, or going out to work?",decimal,,1|2,Working from home|Going out to work
jbsc_main_wry_1,COVID19_Survey.adult_wave1.jbsc_main_wry_1,I worry about the job security of the main earner,decimal,,1|2|3|4|5,Strongly disagree|Disagree|Neither agree nor disagree|Agree|Strongly agree
jbsc_main_wry_2,COVID19_Survey.adult_wave1.jbsc_main_wry_2,"In the next 12 months, do you expect the income of the main earner is likely to ",decimal,,-2|0|1,Dont know|No|Yes
jbsc_main_wry_3,COVID19_Survey.adult_wave1.jbsc_main_wry_3,"In 12 months time, do you expect the main earner to still have their job?",decimal,,-2|0|1,Dont know|No|Yes
hhe_buyfood,COVID19_Survey.adult_wave1.hhe_buyfood,I have been able to buy the food I needed in the shops.,decimal,,-1|-2|1|2|3,Do not wish to answer|Dont know|Never true|Sometimes true|Often true
hhe_ddntlast,COVID19_Survey.adult_wave1.hhe_ddntlast,"The food that (I/we) bought just didnt last, and (I/we) didnt have money to get ",decimal,,-1|-2|1|2|3,Do not wish to answer|Dont know|Never true|Sometimes true|Often true
hhe_balancd,COVID19_Survey.adult_wave1.hhe_balancd,(I/we) couldnt afford to eat balanced meals. ,decimal,,-1|-2|1|2|3,Do not wish to answer|Dont know|Never true|Sometimes true|Often true
hhe_skip,COVID19_Survey.adult_wave1.hhe_skip,Did you or other adults in your household ever cut the size of your meals or ski,decimal,,-1|-2|0|1,Do not wish to answer|Dont know|No|Yes
hhe_skipoftn,COVID19_Survey.adult_wave1.hhe_skipoftn,How often did you or other adults cut the size of meals or skip meals?,decimal,,-1|-2|1|2|3,Do not wish to answer|Dont know|Only 1 or 2 days|Some days but not every day|Almost every day
hhe_eatless,COVID19_Survey.adult_wave1.hhe_eatless,Did you or other adults ever eat less than you felt you should because there was,decimal,,-1|-2|0|1,Do not wish to answer|Dont know|No|Yes
hhe_hungry,COVID19_Survey.adult_wave1.hhe_hungry,Were you ever hungry but didnt eat because there wasnt enough money for food?,decimal,,-1|-2|0|1,Do not wish to answer|Dont know|No|Yes
hhe_finannow,COVID19_Survey.adult_wave1.hhe_finannow,How well would you say you are managing financially right now?,decimal,,-1|-2|1|2|3|4|5,Do not wish to answer|Dont know|Living comfortably|Doing alright|Just about getting by|Finding it quite difficult|Finding it very difficult
hhe_finan3m,COVID19_Survey.adult_wave1.hhe_finan3m,"Compared to 3 months ago, how would you say you are doing financially right now?",decimal,,-1|-2|1|2|3,Do not wish to answer|Dont know|Better off|About the same|Worse off
hhe_bills,COVID19_Survey.adult_wave1.hhe_bills,Sometimes people are not able to pay every bill when it is due. Are you currentl,decimal,,-1|-2|0|1,Do not wish to answer|Dont know|No|Yes
