variable,full_name,label,value_type,description,categories,categories_label
VariableNameRaw,BiB_Metabolomics.metms_pairc_c.VariableNameRaw,"",text,,,
VariableNameScaled,BiB_Metabolomics.metms_pairc_c.VariableNameScaled,"",text,,,
pathway_sortorder,BiB_Metabolomics.metms_pairc_c.pathway_sortorder,"",decimal,,,
biochemical,BiB_Metabolomics.metms_pairc_c.biochemical,"",text,,,
super_pathway,BiB_Metabolomics.metms_pairc_c.super_pathway,"",decimal,,1|2|3|4|5|6|7|8|9,Amino Acid|Carbohydrate|Cofactors and Vitamins|Energy|Lipid|Nucleotide|Partially Characterized Molecules|Peptide|Xenobiotics
sub_pathway,BiB_Metabolomics.metms_pairc_c.sub_pathway,"",decimal,,1|10|100|101|102|103|104|105|106|107|108|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|44|45|46|47|48|49|5|50|51|52|53|54|55|56|57|58|59|6|60|61|62|63|64|65|66|67|68|69|7|70|71|72|73|74|75|76|77|78|79|8|80|81|82|83|84|85|86|87|88|89|9|90|91|92|93|94|95|96|97|98|99,"Acetylated Peptides|Chemical|TCA Cycle|Tobacco Metabolite|Tocopherol Metabolism|Tryptophan Metabolism|Tyrosine Metabolism|Urea cycle;Arginine and Proline Metabolism|Vitamin A Metabolism|Vitamin B6 Metabolism|Xanthine Metabolism|Corticosteroids|Creatine Metabolism|Diacylglycerol|Dihydroceramides|Dihydrosphingomyelins|Dinucleotide|Dipeptide|Disaccharides and Oligosaccharides|Drug - Analgesics, Anesthetics|Alanine and Aspartate Metabolism|Drug - Antibiotic|Drug - Cardiovascular|Drug - Gastrointestinal|Drug - Metabolic|Drug - Neurological|Drug - Other|Drug - Psychoactive|Drug - Respiratory|Drug - Topical Agents|Endocannabinoid|Aminosugar Metabolism|Estrogenic Steroids|Fatty Acid Metabolism (Acyl Choline)|Fatty Acid Metabolism (Acyl Glutamine)|Fatty Acid Metabolism (also BCAA Metabolism)|Fatty Acid Metabolism(Acyl Carnitine)|Fatty Acid Metabolism(Acyl Glycine)|Fatty Acid Synthesis|Fatty Acid, Amino|Fatty Acid, Branched|Fatty Acid, Dicarboxylate|Androgenic Steroids|Fatty Acid, Dihydroxy|Fatty Acid, Monohydroxy|Fibrinogen Cleavage Peptide|Food Component/Plant|Fructose, Mannose and Galactose Metabolism|Gamma-glutamyl Amino Acid|Glutamate Metabolism|Glutathione Metabolism|Glycerolipid Metabolism|Glycine, Serine and Threonine Metabolism|Ascorbate and Aldarate Metabolism|Glycogen Metabolism|Glycolysis, Gluconeogenesis, and Pyruvate Metabolism|Guanidino and Acetamido Metabolism|Hemoglobin and Porphyrin Metabolism|Hexosylceramides (HCER)|Histidine Metabolism|Inositol Metabolism|Ketone Bodies|Lactosylceramides (LCER)|Leucine, Isoleucine and Valine Metabolism|Bacterial/Fungal|Long Chain Fatty Acid|Lysine Metabolism|Lysophospholipid|Lysoplasmalogen|Medium Chain Fatty Acid|Methionine, Cysteine, SAM and Taurine Metabolism|Mevalonate Metabolism|Monoacylglycerol|Nicotinate and Nicotinamide Metabolism|Oxidative Phosphorylation|Benzoate Metabolism|Pantothenate and CoA Metabolism|Partially Characterized Molecules|Pentose Metabolism|Phenylalanine Metabolism|Phosphatidylcholine (PC)|Phosphatidylethanolamine (PE)|Phosphatidylglycerol (PG)|Phosphatidylinositol (PI)|Phosphatidylserine (PS)|Phospholipid Metabolism|Carnitine Metabolism|Plasmalogen|Polyamine Metabolism|Polypeptide|Polyunsaturated Fatty Acid (n3 and n6)|Pregnenolone Steroids|Primary Bile Acid Metabolism|Progestin Steroids|Purine Metabolism, (Hypo)Xanthine/Inosine containing|Purine Metabolism, Adenine containing|Purine Metabolism, Guanine containing|Ceramides|Pyrimidine Metabolism, Cytidine containing|Pyrimidine Metabolism, Orotate containing|Pyrimidine Metabolism, Thymine containing|Pyrimidine Metabolism, Uracil containing|Riboflavin Metabolism|Secondary Bile Acid Metabolism|Sphingolipid Synthesis|Sphingomyelins|Sphingosines|Sterol"
platform,BiB_Metabolomics.metms_pairc_c.platform,"",decimal,,1|2|3|4,LC/MS Neg|LC/MS Polar|LC/MS Pos Early|LC/MS Pos Late
chemical_id,BiB_Metabolomics.metms_pairc_c.chemical_id,"",decimal,,,
ri,BiB_Metabolomics.metms_pairc_c.ri,"",decimal,,,
mass,BiB_Metabolomics.metms_pairc_c.mass,"",decimal,,,
cas,BiB_Metabolomics.metms_pairc_c.cas,"",text,,,
pubchem,BiB_Metabolomics.metms_pairc_c.pubchem,"",decimal,,,
kegg,BiB_Metabolomics.metms_pairc_c.kegg,"",text,,,
hmdb,BiB_Metabolomics.metms_pairc_c.hmdb,"",text,,,
