variable,full_name,label,value_type,description,categories,categories_label
Date,BiB_GrowingUp.adult_survey_BiB1000_sample.Date,Date survey completed,date,,,
AgeMonths,BiB_GrowingUp.adult_survey_BiB1000_sample.AgeMonths,Age in months at survey completion,decimal,,,
AgeYears,BiB_GrowingUp.adult_survey_BiB1000_sample.AgeYears,Age in years at survey completion,decimal,,,
guadtMoneyForFood,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtMoneyForFood,In past 12 mths have you felt you didn't have enough money for food,decimal,,1|2|3|4|5,Never true|Sometimes true|Often true|Do not wish to answer|Donâ€™t know
guadtAffordBalMeals,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtAffordBalMeals,In past 12 mths have you felt you couldn't afford to eat balanced meals,decimal,,1|2|3|4|5,Never true|Sometimes true|Often true|Do not wish to answer|Donâ€™t know
guadtCutOrSkipMeals,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtCutOrSkipMeals,In past 12 mths have you cut the size of or skipped meals,decimal,,1|2|3|4,No|Yes|Do not wish to answer|Donâ€™t know
guadtCutOrSkipOften,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtCutOrSkipOften,How often did you skip meals,decimal,,1|2|3|4|5,Only 1 or 2 months|Some months but not every month|Almost every month|Do not wish to answer|Donâ€™t know
guadtEatLessShould,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtEatLessShould,In past 12 mths did you eat less than you should because no money for food,decimal,,1|2|3|4,No|Yes|Do not wish to answer|Donâ€™t know
guadtHungryDidntEat,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtHungryDidntEat,In past 12 mths were you hungry but didn't eat because no money for food,decimal,,1|2|3|4,No|Yes|Do not wish to answer|Donâ€™t know
guadtFamilyPA,BiB_GrowingUp.adult_survey_BiB1000_sample.guadtFamilyPA,How much do you dis/agree with: My family is physically active,decimal,,1|2|3|4|5,Strongly disagree|Disagree|Not sure|Agree|Strongly agree
