variable,full_name,label,value_type,description,categories,categories_label
BiBPregNumber,BiB_CohortInfo.preg_info.BiBPregNumber,,decimal,,,
has_preg_info,BiB_CohortInfo.preg_info.has_preg_info,Has pregnancy information,decimal,,,
PregnancyID,BiB_CohortInfo.preg_info.PregnancyID,Legacy BiB Pregnancy ID,text,,,
adminpagebookmm,BiB_CohortInfo.preg_info.adminpagebookmm,Mother age in months at pregnancy booking date,decimal,,,
adminpagebookmy,BiB_CohortInfo.preg_info.adminpagebookmy,Mother age in years at pregnancy booking date,decimal,,,
adminpagerecfm,BiB_CohortInfo.preg_info.adminpagerecfm,Father age at this pregnancy recruitment (months),decimal,,,
adminpagerecfy,BiB_CohortInfo.preg_info.adminpagerecfy,Father age at this pregnancy recruitment (years),decimal,,,
adminpagerecmm,BiB_CohortInfo.preg_info.adminpagerecmm,Mother age at this pregnancy recruitment (months),decimal,,,
adminpagerecmy,BiB_CohortInfo.preg_info.adminpagerecmy,Mother age at this pregnancy recruitment (years),decimal,,,
adminpnbirths,BiB_CohortInfo.preg_info.adminpnbirths,Number of registerable births,decimal,,,
