variable,full_name,label,value_type,description,categories,categories_label
BiBPregNumber,BiB_Biosamples.pregnancy_bloods.BiBPregNumber,,decimal,,,
has_pregnancy_bloods,BiB_Biosamples.pregnancy_bloods.has_pregnancy_bloods,Has pregnancy blood biomarkers,decimal,,,
agemm_matbld,BiB_Biosamples.pregnancy_bloods.agemm_matbld,Mother age (months): Maternal Bloods,decimal,,,
agemy_matbld,BiB_Biosamples.pregnancy_bloods.agemy_matbld,Mother age (years): Maternal Bloods,decimal,,,
has_matbld,BiB_Biosamples.pregnancy_bloods.has_matbld,Has maternal bloods data,decimal,,1,has
mbldchdlr1,BiB_Biosamples.pregnancy_bloods.mbldchdlr1,Cholesterol HDL Ratio,decimal,,,
mbldchol,BiB_Biosamples.pregnancy_bloods.mbldchol,Cholesterol,decimal,,,
mbldhdl1,BiB_Biosamples.pregnancy_bloods.mbldhdl1,HDL,decimal,,,
mbldinsulin_str,BiB_Biosamples.pregnancy_bloods.mbldinsulin_str,Insulin (string),text,,,
mbldldl1,BiB_Biosamples.pregnancy_bloods.mbldldl1,LDL,decimal,,,
mbldtrigs,BiB_Biosamples.pregnancy_bloods.mbldtrigs,Triglyceride,decimal,,,
